source,destination,protocol,chunkSize,tCount,fileSize,retransmits,connectTime,requestTime,receiveTime
192.168.0.1,www.facebook.com,HTTP/1.1,104,40,3453,3,0.000443,0.000058,0.000057
192.168.0.1,www.facebook.com,HTTP/1.0,105,0,366,2,0.000537,0.000052,0.000009
192.168.0.1,www.facebook.com,HTTP/1.1,105,40,3453,2,0.000440,0.000060,0.000031
192.168.0.1,www.facebook.com,HTTP/1.0,106,0,366,2,0.000480,0.000050,0.000011
192.168.0.1,www.facebook.com,HTTP/1.1,106,40,3453,2,0.000443,0.000062,0.000075
192.168.0.1,www.facebook.com,HTTP/1.0,107,0,366,2,0.000402,0.000082,0.000011
192.168.0.1,www.facebook.com,HTTP/1.1,107,40,3453,2,0.000456,0.000059,0.000095
192.168.0.1,www.facebook.com,HTTP/1.0,108,0,366,2,0.000459,0.000052,0.000011
192.168.0.1,www.facebook.com,HTTP/1.1,108,39,3453,2,0.000462,0.000306,0.000034
192.168.0.1,www.facebook.com,HTTP/1.0,109,0,366,2,0.000438,0.000059,0.000011
192.168.0.1,www.facebook.com,HTTP/1.1,109,40,3453,3,0.000478,0.000042,0.000062
192.168.0.1,www.facebook.com,HTTP/1.0,110,0,366,2,0.000483,0.000093,0.000010
192.168.0.1,www.facebook.com,HTTP/1.1,110,41,3453,3,0.000434,0.000044,0.000050
192.168.0.1,www.facebook.com,HTTP/1.0,111,0,366,2,0.000460,0.000060,0.000030
192.168.0.1,www.facebook.com,HTTP/1.1,111,39,3453,2,0.000479,0.000069,0.000070
192.168.0.1,www.facebook.com,HTTP/1.0,112,0,366,2,0.000494,0.000055,0.000009
192.168.0.1,www.facebook.com,HTTP/1.1,112,39,3453,2,0.000414,0.000060,0.000073
192.168.0.1,www.facebook.com,HTTP/1.0,113,0,366,2,0.000413,0.000069,0.000012
192.168.0.1,www.facebook.com,HTTP/1.1,113,40,3453,2,0.000443,0.000046,0.000075
192.168.0.1,www.facebook.com,HTTP/1.0,114,0,366,2,0.000435,0.000056,0.000010
192.168.0.1,www.facebook.com,HTTP/1.1,114,39,3453,2,0.000427,0.000059,0.000033
192.168.0.1,www.facebook.com,HTTP/1.0,115,0,366,2,0.000574,0.000089,0.000012
192.168.0.1,www.facebook.com,HTTP/1.1,115,39,3453,2,0.000458,0.000064,0.000071
192.168.0.1,www.facebook.com,HTTP/1.0,116,0,366,2,0.000916,0.000064,0.000009
192.168.0.1,www.facebook.com,HTTP/1.1,116,40,3453,2,0.000424,0.000059,0.000051
192.168.0.1,www.facebook.com,HTTP/1.0,117,0,366,2,0.000452,0.000076,0.000011
192.168.0.1,www.facebook.com,HTTP/1.1,117,40,3453,2,0.000503,0.000062,0.000091
192.168.0.1,www.facebook.com,HTTP/1.0,118,0,366,2,0.000467,0.000052,0.000009
192.168.0.1,www.facebook.com,HTTP/1.1,118,41,3453,2,0.000426,0.000054,0.000093
192.168.0.1,www.facebook.com,HTTP/1.0,119,0,366,2,0.000468,0.000059,0.000012
192.168.0.1,www.facebook.com,HTTP/1.1,119,40,3453,2,0.000436,0.000062,0.000126
192.168.0.1,www.facebook.com,HTTP/1.0,120,0,366,2,0.000442,0.000052,0.000009
192.168.0.1,www.facebook.com,HTTP/1.1,120,39,3453,2,0.000416,0.000056,0.000202
