source,destination,protocol,chunkSize,tCount,fileSize,retransmits,connectTime,requestTime,receiveTime
192.168.0.1,www.youtube.com,HTTP/1.0,32,274,48598,11,0.000505,0.000087,0.001284
192.168.0.1,www.youtube.com,HTTP/1.1,32,280,48875,14,0.000520,0.000249,0.001251
192.168.0.1,www.youtube.com,HTTP/1.0,33,274,48630,11,0.000482,0.000050,0.001470
192.168.0.1,www.youtube.com,HTTP/1.1,33,277,48809,9,0.000465,0.000299,0.001148
192.168.0.1,www.youtube.com,HTTP/1.0,34,273,48627,13,0.000453,0.000059,0.001113
192.168.0.1,www.youtube.com,HTTP/1.1,34,271,48846,14,0.000506,0.000063,0.001341
192.168.0.1,www.youtube.com,HTTP/1.0,35,273,48625,10,0.000473,0.000042,0.001129
192.168.0.1,www.youtube.com,HTTP/1.1,35,280,48815,12,0.000492,0.000062,0.001367
192.168.0.1,www.youtube.com,HTTP/1.0,36,275,48676,13,0.000545,0.000057,0.000988
192.168.0.1,www.youtube.com,HTTP/1.1,36,275,48824,18,0.000494,0.000347,0.001368
192.168.0.1,www.youtube.com,HTTP/1.0,37,273,48661,12,0.000496,0.000052,0.001106
192.168.0.1,www.youtube.com,HTTP/1.1,37,283,48860,15,0.000477,0.000049,0.001117
192.168.0.1,www.youtube.com,HTTP/1.0,38,282,48604,13,0.000490,0.000064,0.000953
192.168.0.1,www.youtube.com,HTTP/1.1,38,283,48810,10,0.000454,0.000049,0.001170
192.168.0.1,www.youtube.com,HTTP/1.0,39,279,48665,8,0.000565,0.000049,0.000855
192.168.0.1,www.youtube.com,HTTP/1.1,39,275,48814,13,0.000478,0.000067,0.001050
192.168.0.1,www.youtube.com,HTTP/1.0,40,277,48600,3,0.000507,0.000050,0.001034
192.168.0.1,www.youtube.com,HTTP/1.1,40,286,48834,9,0.000468,0.000052,0.001068
192.168.0.1,www.youtube.com,HTTP/1.0,41,278,48627,16,0.000564,0.000052,0.001298
192.168.0.1,www.youtube.com,HTTP/1.1,41,281,48878,13,0.000504,0.000052,0.000883
192.168.0.1,www.youtube.com,HTTP/1.0,42,282,48611,14,0.000464,0.000061,0.000841
192.168.0.1,www.youtube.com,HTTP/1.1,42,279,48850,18,0.000492,0.000065,0.001037
192.168.0.1,www.youtube.com,HTTP/1.0,43,281,48580,12,0.000504,0.000049,0.000954
192.168.0.1,www.youtube.com,HTTP/1.1,43,286,48897,15,0.000467,0.000059,0.000978
192.168.0.1,www.youtube.com,HTTP/1.0,44,277,48571,9,0.000531,0.000048,0.000941
192.168.0.1,www.youtube.com,HTTP/1.1,44,283,48831,12,0.000479,0.000048,0.001582
192.168.0.1,www.youtube.com,HTTP/1.0,45,281,48596,13,0.000477,0.000066,0.000911
192.168.0.1,www.youtube.com,HTTP/1.1,45,282,48823,11,0.000490,0.000060,0.001036
192.168.0.1,www.youtube.com,HTTP/1.0,46,278,48642,18,0.000524,0.000068,0.001013
192.168.0.1,www.youtube.com,HTTP/1.1,46,286,48824,11,0.000503,0.000054,0.000973
192.168.0.1,www.youtube.com,HTTP/1.0,47,287,48564,12,0.000520,0.000039,0.000803
192.168.0.1,www.youtube.com,HTTP/1.1,47,283,48857,17,0.000533,0.000052,0.001185
192.168.0.1,www.youtube.com,HTTP/1.0,48,279,48614,13,0.000642,0.000035,0.001020
192.168.0.1,www.youtube.com,HTTP/1.1,48,282,48834,15,0.000472,0.000055,0.000907
192.168.0.1,www.youtube.com,HTTP/1.0,49,282,48652,13,0.000501,0.000065,0.000886
192.168.0.1,www.youtube.com,HTTP/1.1,49,289,48798,14,0.000502,0.000249,0.001004
192.168.0.1,www.youtube.com,HTTP/1.0,50,282,48572,16,0.000502,0.000051,0.000975
192.168.0.1,www.youtube.com,HTTP/1.1,50,289,48825,8,0.000511,0.000063,0.000884
192.168.0.1,www.youtube.com,HTTP/1.0,51,286,48621,14,0.000628,0.000061,0.000853
192.168.0.1,www.youtube.com,HTTP/1.1,51,288,48811,15,0.000597,0.000045,0.000989
192.168.0.1,www.youtube.com,HTTP/1.0,52,281,48654,4,0.000496,0.000064,0.000911
192.168.0.1,www.youtube.com,HTTP/1.1,52,287,48848,6,0.000565,0.000069,0.001180
192.168.0.1,www.youtube.com,HTTP/1.0,53,280,48647,14,0.000485,0.000040,0.000729
192.168.0.1,www.youtube.com,HTTP/1.1,53,285,48843,17,0.000531,0.000060,0.001066
192.168.0.1,www.youtube.com,HTTP/1.0,54,283,48610,15,0.000481,0.000058,0.001332
192.168.0.1,www.youtube.com,HTTP/1.1,54,293,48910,15,0.000474,0.000069,0.001266
192.168.0.1,www.youtube.com,HTTP/1.0,55,285,48577,2,0.000534,0.000054,0.000927
192.168.0.1,www.youtube.com,HTTP/1.1,55,282,48890,2,0.000501,0.000052,0.000736
192.168.0.1,www.youtube.com,HTTP/1.0,56,288,48627,11,0.000548,0.000052,0.001481
192.168.0.1,www.youtube.com,HTTP/1.1,56,285,48801,14,0.000581,0.000083,0.000968
192.168.0.1,www.youtube.com,HTTP/1.0,57,288,48637,13,0.000494,0.000058,0.000786
192.168.0.1,www.youtube.com,HTTP/1.1,57,285,48833,13,0.000480,0.000045,0.000760
192.168.0.1,www.youtube.com,HTTP/1.0,58,281,48647,17,0.000497,0.000048,0.001076
192.168.0.1,www.youtube.com,HTTP/1.1,58,287,48867,15,0.000534,0.000041,0.000854
192.168.0.1,www.youtube.com,HTTP/1.0,59,285,48620,16,0.000487,0.000057,0.000780
192.168.0.1,www.youtube.com,HTTP/1.1,59,289,48831,12,0.000480,0.000042,0.000872
192.168.0.1,www.youtube.com,HTTP/1.0,60,284,48650,13,0.000491,0.000066,0.000787
192.168.0.1,www.youtube.com,HTTP/1.1,60,285,48874,15,0.000740,0.000051,0.000826
192.168.0.1,www.youtube.com,HTTP/1.0,61,288,48571,13,0.000521,0.000045,0.000879
192.168.0.1,www.youtube.com,HTTP/1.1,61,290,48891,14,0.000542,0.000050,0.000829
192.168.0.1,www.youtube.com,HTTP/1.0,62,288,48616,9,0.000496,0.000042,0.000786
192.168.0.1,www.youtube.com,HTTP/1.1,62,287,48871,14,0.000509,0.000057,0.001019
192.168.0.1,www.youtube.com,HTTP/1.0,63,283,48591,14,0.000477,0.000056,0.001107
192.168.0.1,www.youtube.com,HTTP/1.1,63,289,48804,18,0.000486,0.000057,0.000942
192.168.0.1,www.youtube.com,HTTP/1.0,64,283,48595,13,0.000501,0.000046,0.000797
192.168.0.1,www.youtube.com,HTTP/1.1,64,291,48838,14,0.000488,0.000072,0.000765
192.168.0.1,www.youtube.com,HTTP/1.0,65,286,48638,2,0.000458,0.000072,0.000989
192.168.0.1,www.youtube.com,HTTP/1.1,65,292,48848,2,0.000525,0.000049,0.000720
192.168.0.1,www.youtube.com,HTTP/1.0,66,284,48655,11,0.000503,0.000045,0.000982
192.168.0.1,www.youtube.com,HTTP/1.1,66,285,48863,13,0.000503,0.000058,0.000955
