source,destination,protocol,chunkSize,tCount,fileSize,retransmits,connectTime,requestTime,receiveTime
192.168.0.1,www.google.com,HTTP/1.0,100,287,48640,14,0.000517,0.000053,0.000694
192.168.0.1,www.google.com,HTTP/1.1,100,294,48840,11,0.000431,0.000051,0.000509
192.168.0.1,www.google.com,HTTP/1.0,101,287,48627,16,0.000449,0.000048,0.000671
192.168.0.1,www.google.com,HTTP/1.1,101,291,48812,21,0.000437,0.000057,0.000836
192.168.0.1,www.google.com,HTTP/1.0,102,287,48540,16,0.000533,0.000043,0.000474
192.168.0.1,www.google.com,HTTP/1.1,102,293,48814,15,0.000443,0.000051,0.000618
192.168.0.1,www.google.com,HTTP/1.0,103,286,48652,17,0.000474,0.000046,0.000616
192.168.0.1,www.google.com,HTTP/1.1,103,290,48843,20,0.000435,0.000053,0.000526
192.168.0.1,www.google.com,HTTP/1.0,104,291,48584,11,0.000730,0.000259,0.000593
192.168.0.1,www.google.com,HTTP/1.1,104,291,48861,13,0.000425,0.000048,0.000586
192.168.0.1,www.google.com,HTTP/1.0,105,289,48676,17,0.000427,0.000044,0.000580
192.168.0.1,www.google.com,HTTP/1.1,105,291,48818,12,0.000409,0.000049,0.000489
192.168.0.1,www.google.com,HTTP/1.0,106,289,48615,13,0.000427,0.000053,0.000606
192.168.0.1,www.google.com,HTTP/1.1,106,294,48822,18,0.000420,0.000041,0.000620
192.168.0.1,www.google.com,HTTP/1.0,107,286,48594,13,0.000485,0.000049,0.001860
192.168.0.1,www.google.com,HTTP/1.1,107,296,48800,17,0.000505,0.000041,0.000502
192.168.0.1,www.google.com,HTTP/1.0,108,290,48626,13,0.000436,0.000040,0.000606
192.168.0.1,www.google.com,HTTP/1.1,108,293,49669,15,0.000405,0.000048,0.000548
192.168.0.1,www.google.com,HTTP/1.0,109,290,48597,15,0.000426,0.000042,0.000443
192.168.0.1,www.google.com,HTTP/1.1,109,293,48822,12,0.000431,0.000044,0.000526
192.168.0.1,www.google.com,HTTP/1.0,110,289,48590,2,0.000443,0.000045,0.000538
192.168.0.1,www.google.com,HTTP/1.1,110,291,48773,2,0.000431,0.000051,0.000524
192.168.0.1,www.google.com,HTTP/1.0,111,293,48605,11,0.000410,0.000123,0.000532
192.168.0.1,www.google.com,HTTP/1.1,111,291,48892,13,0.000452,0.000042,0.000724
192.168.0.1,www.google.com,HTTP/1.0,112,292,48655,15,0.000659,0.000058,0.000515
192.168.0.1,www.google.com,HTTP/1.1,112,299,48869,17,0.000464,0.000047,0.000444
192.168.0.1,www.google.com,HTTP/1.0,113,288,48622,16,0.000431,0.000042,0.000444
192.168.0.1,www.google.com,HTTP/1.1,113,292,48823,15,0.000434,0.000061,0.000855
192.168.0.1,www.google.com,HTTP/1.0,114,292,48665,14,0.000496,0.000043,0.000592
192.168.0.1,www.google.com,HTTP/1.1,114,296,48803,13,0.000863,0.000048,0.000720
192.168.0.1,www.google.com,HTTP/1.0,115,291,48627,14,0.000664,0.000064,0.000474
192.168.0.1,www.google.com,HTTP/1.1,115,293,48847,14,0.000445,0.000057,0.000525
192.168.0.1,www.google.com,HTTP/1.0,116,289,48582,12,0.000419,0.000050,0.000597
192.168.0.1,www.google.com,HTTP/1.1,116,297,48853,16,0.000590,0.000057,0.000542
192.168.0.1,www.google.com,HTTP/1.0,117,287,48601,11,0.000450,0.000051,0.000621
192.168.0.1,www.google.com,HTTP/1.1,117,295,48891,16,0.000446,0.000049,0.000556
192.168.0.1,www.google.com,HTTP/1.0,118,290,48591,14,0.000695,0.000042,0.000527
192.168.0.1,www.google.com,HTTP/1.1,118,296,48838,14,0.000446,0.000049,0.000616
192.168.0.1,www.google.com,HTTP/1.0,119,289,48613,13,0.000408,0.000061,0.000510
192.168.0.1,www.google.com,HTTP/1.1,119,296,48862,15,0.000416,0.000050,0.000454
192.168.0.1,www.google.com,HTTP/1.0,120,288,48622,14,0.000420,0.000049,0.000708
192.168.0.1,www.google.com,HTTP/1.1,120,294,48849,15,0.000413,0.000049,0.000402
